attr_id,title,content_type_id,healing,aesthetic,gourmet,learning,heritage,mood_nature,romantic,family,active,nightlife
57635,백련사(강화),12,0.7,0.8,0.0,0.9,1.0,0.6,0.4,0.5,0.2,0.0
57636,백령도,12,0.2,0.7,0.0,0.8,0.4,1.0,0.3,0.4,0.6,0.0
57637,백령도 끝섬전망대,12,0.2,0.7,0.0,0.8,0.3,0.8,0.4,0.3,0.4,0.1
57638,백령도 콩돌해변,12,0.8,0.7,0.0,0.4,0.2,1.0,0.5,0.6,0.4,0.1
57639,백운공원,12,0.8,0.4,0.0,0.7,0.8,0.3,0.2,0.6,0.4,0.1
57640,백운산전망대,12,0.2,0.8,0.0,0.4,0.2,0.3,0.8,0.3,0.2,0.4
57641,보문사(강화),12,0.7,0.6,0.0,0.8,0.9,0.4,0.2,0.5,0.2,0.1
57642,볼음도(저어새 생태마을),12,0.8,0.7,0.0,0.8,0.4,1.0,0.5,0.6,0.5,0.1
57643,봉일사지삼층석탑,12,0.1,0.4,0.0,0.8,1.0,0.2,0.1,0.2,0.1,0.0
57645,부아산 구름다리,12,0.4,0.9,0.0,0.4,0.3,0.7,0.8,0.3,0.4,0.0
57651,부평도호부청사,12,0.2,0.4,0.0,0.8,1.0,0.1,0.2,0.3,0.2,0.0
57653,부평향교,12,0.2,0.3,0.0,0.9,1.0,0.2,0.2,0.3,0.2,0.0
57657,분오리돈대,12,0.2,0.4,0.0,0.8,1.0,0.3,0.0,0.2,0.3,0.0
57658,사곶해변,12,0.2,0.8,0.0,0.3,0.4,1.0,0.4,0.3,0.4,0.1
57660,삼랑성(정족산성),12,0.2,0.3,0.0,0.9,1.0,0.2,0.1,0.2,0.4,0.0
57662,삼산건강공원,12,0.9,0.7,0.0,0.2,0.0,0.8,0.3,0.9,0.8,0.1
57672,서포리해변,12,0.8,0.7,0.2,0.4,0.2,1.0,0.5,0.8,0.6,0.2
57674,서풍받이,12,0.2,0.7,0.0,0.8,0.4,0.7,0.2,0.3,0.4,0.0
57676,석모도,12,0.7,0.8,0.0,0.6,0.4,0.9,0.7,0.6,0.8,0.2
57678,석모도 자연휴양림,12,0.9,0.7,0.2,0.4,0.2,1.0,0.4,0.8,0.6,0.2
57679,석모도 칠면초 군락지,12,0.7,0.9,0.0,0.4,0.0,1.0,0.8,0.5,0.4,0.1
57683,선녀바위해수욕장,12,0.7,0.8,0.2,0.3,0.2,0.9,0.6,0.4,0.3,0.2
57684,선미도 등대,12,0.4,0.8,0.0,0.7,0.8,0.7,0.8,0.3,0.2,0.7
57688,세어도,12,0.7,0.8,0.2,0.6,0.4,0.9,0.8,0.6,0.7,0.2
57693,소래해넘이전망대,12,0.9,0.8,0.0,0.3,0.0,0.8,0.7,0.6,0.4,0.8
57696,소야도 떼뿌리 해변,12,0.8,0.7,0.0,0.2,0.0,1.0,0.4,0.6,0.3,0.1
57697,소이작도,12,0.7,0.8,0.0,0.4,0.2,0.8,0.5,0.9,0.6,0.2
57698,소창체험관,12,0.2,0.7,0.0,0.8,0.7,0.0,0.2,0.6,0.4,0.0
57700,소청도 등대,12,0.4,0.8,0.0,0.7,0.8,0.9,0.6,0.5,0.7,0.2
57708,송도센트럴공원 수상택시선착장,12,0.4,0.8,0.2,0.6,0.2,0.3,0.9,0.7,0.5,1.0
57709,송월동 동화마을,12,0.4,0.8,0.0,0.6,0.3,0.5,0.7,0.8,0.2,0.1
57712,송현배수지제수변실,12,0.1,0.2,0.0,0.8,0.9,0.0,0.0,0.1,0.2,0.0
57713,수기해변,12,0.8,0.6,0.0,0.4,0.0,1.0,0.4,0.8,0.5,0.2
57715,수도사,12,0.7,0.6,0.0,0.8,0.9,0.4,0.2,0.5,0.2,0.0
57721,승봉도 해안산책로,12,0.9,0.8,0.0,0.4,0.0,1.0,0.6,0.8,0.7,0.1
57723,승봉산림욕장,12,0.9,0.7,0.0,0.4,0.0,1.0,0.4,0.8,0.6,0.1
57732,심청각,12,0.2,0.7,0.0,0.8,0.6,0.3,0.4,0.7,0.2,0.0
57734,씨사이드파크하늘구름광장,12,0.8,0.7,0.0,0.4,0.2,0.9,0.4,0.9,0.6,0.2
57735,씨사이드파크해수족욕장,12,0.8,0.7,0.0,0.2,0.0,0.4,0.3,0.8,0.4,0.1
57736,아라마루 전망대(아라폭포),12,0.4,0.9,0.0,0.7,0.2,0.8,0.8,0.6,0.4,0.7
57750,연안부두,12,0.2,0.4,0.2,0.3,0.2,0.3,0.4,0.6,0.3,0.7
57751,연안부두 밴댕이회무침거리,12,0.1,0.2,0.9,0.3,0.4,0.0,0.2,0.3,0.1,0.2
57754,연희자연마당,12,0.8,0.8,0.0,0.7,0.2,0.9,0.4,1.0,0.4,0.0
57765,영흥면에너지파크,12,0.2,0.4,0.0,0.8,0.2,0.1,0.2,0.4,0.2,0.3
57770,옥토끼우주센터,12,0.2,0.8,0.0,1.0,0.2,0.3,0.2,1.0,0.7,0.1
57774,왕산해수욕장,12,0.8,0.8,0.0,0.2,0.0,1.0,0.5,0.4,0.4,0.0
57778,용유도,12,0.4,0.7,0.2,0.5,0.3,0.8,0.6,0.7,0.5,0.3
57779,용유도 마시안해변,12,0.2,0.8,0.4,0.3,0.1,1.0,0.7,0.6,0.5,0.4
57785,울도,12,0.8,0.8,0.0,0.7,0.2,1.0,0.5,0.4,0.4,0.0
57788,원적산체육공원,12,0.8,0.4,0.0,0.3,0.2,0.9,0.2,0.8,0.9,0.1
57792,월미도,12,0.3,0.7,0.4,0.3,0.2,0.4,0.8,0.7,0.3,0.9
57801,을왕리선착장,12,0.4,0.6,0.0,0.3,0.0,0.7,0.5,0.6,0.4,0.2
57802,을왕리해수욕장,12,0.8,0.9,0.2,0.4,0.2,1.0,0.7,0.9,0.8,0.2
57805,인더쥬동물원,12,0.2,0.3,0.0,0.8,0.0,0.4,0.2,0.9,0.3,0.0
57812,인천 화평동 세숫대야 냉면거리,12,0.2,0.3,1.0,0.2,0.1,0.0,0.1,0.4,0.1,0.2
57817,인천나비공원,12,0.8,0.7,0.0,1.0,0.2,1.0,0.3,0.9,0.6,0.1
57819,인천내항 사일로벽화,12,0.2,0.9,0.0,0.4,0.2,0.0,0.7,0.3,0.2,0.3
57826,인천대교전망대,12,0.2,0.8,0.0,0.4,0.2,0.3,0.6,0.3,0.2,0.3
57830,인천신항관리부두,12,0.2,0.3,0.0,0.7,0.2,0.4,0.2,0.3,0.4,0.2
57842,인천항 크루즈터미널,12,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.3,0.2,0.0
57843,인천항국제여객부두,12,0.2,0.4,0.3,0.6,0.4,0.2,0.7,0.5,0.3,0.8
57844,인천항연안여객터미널,12,0.2,0.4,0.2,0.6,0.3,0.2,0.3,0.7,0.2,0.3
57845,인천향교,12,0.2,0.4,0.0,0.9,1.0,0.1,0.2,0.3,0.1,0.0
57846,인천환경공단 청라생태공원,12,0.8,0.7,0.0,0.8,0.2,0.9,0.3,0.9,0.7,0.1
57847,인하대후문먹거리타운,12,0.2,0.6,0.9,0.2,0.0,0.1,0.4,0.3,0.3,0.8
57848,임학공원,12,0.9,0.6,0.0,0.4,0.0,1.0,0.3,0.9,0.7,0.1
57849,자월도,12,0.7,0.8,0.2,0.4,0.3,0.9,0.6,0.7,0.8,0.1
57850,자월도 장골해변,12,0.8,0.7,0.0,0.2,0.0,1.0,0.4,0.8,0.3,0.1
57851,자월도선착장,12,0.7,0.8,0.0,0.3,0.2,0.9,0.6,0.7,0.5,0.2
57852,자유공원(인천),12,0.8,0.8,0.0,0.4,0.7,0.8,0.8,0.7,0.3,0.7
57853,작은풀안 해변,12,0.8,0.6,0.0,0.2,0.0,1.0,0.4,0.8,0.4,0.1
57854,잠진도,12,0.7,0.8,0.0,0.2,0.0,0.9,0.8,0.4,0.5,0.2
57855,잠진도선착장,12,0.4,0.6,0.0,0.2,0.1,0.8,0.4,0.3,0.5,0.2
57856,장경리해수욕장,12,0.8,0.7,0.4,0.6,0.2,1.0,0.5,0.8,0.6,0.2
57857,장곶돈대,12,0.1,0.2,0.0,0.8,1.0,0.1,0.0,0.2,0.3,0.0
57858,장구너머항,12,0.7,0.6,0.8,0.3,0.2,0.7,0.4,0.5,0.4,0.3
57859,장미공원,12,0.8,0.9,0.0,0.4,0.2,0.7,0.9,0.8,0.3,0.0
57860,장봉도,12,0.7,0.8,0.2,0.4,0.3,0.9,0.6,0.8,0.7,0.1
57861,장봉도 옹암해변,12,0.8,0.7,0.8,0.7,0.0,1.0,0.6,1.0,0.7,0.2
57862,장봉도 진촌해변,12,0.8,0.8,0.0,0.4,0.2,1.0,0.8,0.4,0.4,0.0
57863,장봉도 한들해수욕장,12,0.9,0.6,0.0,0.2,0.0,1.0,0.4,0.8,0.5,0.2
57864,장봉마을,12,0.4,0.6,0.2,0.4,0.3,0.8,0.4,0.8,0.5,0.1
57865,장봉선착장,12,0.8,0.7,0.0,0.4,0.2,1.0,0.5,0.4,0.7,0.0
57866,장수동은행나무,12,0.2,0.7,0.0,0.8,1.0,0.8,0.2,0.4,0.1,0.0
57867,장화리일몰조망지,12,0.2,0.8,0.0,0.2,0.1,0.8,0.9,0.4,0.2,0.7
57868,적석사,12,0.4,0.8,0.0,0.7,0.9,0.6,0.7,0.4,0.2,0.0
57869,적석사 낙조대,12,0.4,0.8,0.0,0.3,0.7,0.8,0.9,0.4,0.2,0.1
57870,전득이고개,12,0.4,0.6,0.0,0.7,0.2,0.8,0.3,0.4,0.7,0.1
57871,점핑파크 인천계양점,12,0.2,0.3,0.1,0.4,0.0,0.0,0.2,0.9,0.8,0.1
57872,정서진,12,0.2,0.8,0.0,0.3,0.2,0.7,0.9,0.4,0.2,0.8
57873,정수사(강화),12,0.8,0.7,0.0,0.8,1.0,0.3,0.2,0.4,0.0,0.0
57874,정족산,12,0.4,0.6,0.0,0.8,0.7,0.7,0.2,0.5,0.7,0.0
57875,제물포고등학교 강당,12,0.2,0.3,0.0,0.8,1.0,0.0,0.1,0.2,0.1,0.0
57876,제물포구락부,12,0.2,0.8,0.0,0.7,0.9,0.0,0.4,0.3,0.2,0.3
57877,조병수 가옥,12,0.2,0.8,0.0,0.9,1.0,0.1,0.2,0.4,0.1,0.0
57878,종해루,12,0.2,0.4,0.0,0.8,1.0,0.2,0.2,0.2,0.2,0.0
57879,주문도,12,0.2,0.6,0.0,0.8,0.7,0.7,0.4,0.3,0.3,0.1
57880,주인근린공원,12,0.8,0.4,0.0,0.3,0.2,0.6,0.2,0.7,0.4,0.1
57881,지선사,12,0.8,0.6,0.0,0.7,0.8,0.7,0.2,0.6,0.5,0.0
57882,진두선착장,12,0.4,0.6,0.9,0.3,0.2,0.8,0.4,0.7,0.5,0.2
57883,진리도우선착장,12,0.2,0.4,0.2,0.4,0.2,0.7,0.3,0.4,0.3,0.2
57884,진촌리 현무암,12,0.2,0.3,0.0,0.9,0.4,0.8,0.1,0.2,0.3,0.0
57886,창후리선착장,12,0.7,0.8,0.0,0.4,0.2,1.0,0.6,0.5,0.4,0.2
57887,천상병 귀천(歸天) 공원,12,0.8,0.7,0.0,0.8,0.4,0.7,0.6,0.4,0.2,0.0
57888,철종외가,12,0.2,0.8,0.0,0.9,1.0,0.2,0.3,0.4,0.1,0.0
57889,청년미디어타워,12,0.1,0.4,0.0,0.7,0.2,0.0,0.2,0.2,0.3,0.1
57890,청라 스파렉스,12,0.8,0.6,0.0,0.2,0.0,0.4,0.3,0.8,0.4,0.2
57891,청라국제도시커낼웨이,12,0.2,0.8,0.2,0.3,0.2,0.4,0.7,0.6,0.5,0.9
57893,청련사(강화),12,0.7,0.6,0.0,0.8,0.9,0.4,0.2,0.3,0.2,0.0
57896,충렬사,12,0.2,0.3,0.0,0.9,1.0,0.1,0.1,0.2,0.2,0.0
57902,트릭아트스토리,12,0.2,0.9,0.0,0.8,0.2,0.0,0.7,0.9,0.6,0.1
57905,파라다이스시티,12,0.4,0.8,0.7,0.6,0.2,0.3,0.7,0.8,0.6,0.9
57911,하나개해수욕장,12,0.2,0.6,0.4,0.3,0.2,0.8,0.4,0.8,0.6,0.3
57914,하리선착장,12,0.4,0.7,0.3,0.2,0.2,0.8,0.7,0.6,0.4,0.3
57921,해명산,12,0.8,0.6,0.0,0.4,0.2,1.0,0.5,0.4,0.7,0.0
57923,해수워터피아,12,0.9,0.6,0.2,0.3,0.0,0.2,0.4,0.7,0.3,0.2
57926,호불사,12,0.8,0.7,0.0,0.8,0.7,0.9,0.4,0.6,0.7,0.2
57929,화개정원,12,0.7,0.9,0.0,0.8,0.4,0.8,0.6,0.7,0.4,0.1
57933,황산선착장,12,0.8,0.6,0.0,0.2,0.2,1.0,0.4,0.5,0.6,0.2
57934,황청포구,12,0.9,0.7,0.3,0.2,0.2,0.9,0.8,0.8,0.4,0.2
58487,사직단,12,0.1,0.2,0.0,0.8,1.0,0.1,0.0,0.2,0.0,0.0
58541,유애서원,12,0.2,0.4,0.0,0.9,1.0,0.2,0.2,0.3,0.1,0.0
58542,윤상원열사 생가,12,0.2,0.3,0.0,0.9,0.8,0.1,0.2,0.3,0.2,0.0
58545,이장우가옥,12,0.2,0.9,0.0,0.8,1.0,0.2,0.4,0.6,0.1,0.0
58546,입석대 (무등산권 국가지질공원),12,0.4,0.7,0.0,0.9,1.0,0.8,0.2,0.3,0.6,0.0
58547,장불재 (무등산권 국가지질공원),12,0.2,0.4,0.0,0.9,0.7,0.8,0.2,0.2,0.3,0.0
58548,전일빌딩245,12,0.0,0.2,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0
58550,정엄정려비,12,0.1,0.2,0.0,0.8,1.0,0.0,0.0,0.3,0.0,0.0
58551,제4수원지,12,0.8,0.6,0.0,0.4,0.2,0.9,0.3,0.7,0.5,0.1
58554,중외공원,12,0.9,0.8,0.0,0.4,0.2,0.9,0.4,0.8,0.3,0.1
58555,증심사 계곡 안산암질용암 (무등산권 국가지질공원),12,0.2,0.4,0.0,0.9,0.3,0.8,0.2,0.3,0.4,0.0
58557,지공너덜 (무등산권 국가지질공원),12,0.2,0.4,0.0,0.8,1.0,0.7,0.2,0.3,0.4,0.0
58558,지산유원지,12,0.9,0.7,0.0,0.4,0.0,1.0,0.3,0.8,0.7,0.2
58559,지산재,12,0.2,0.4,0.0,0.9,1.0,0.1,0.2,0.3,0.1,0.0
58560,창작농성골,12,0.4,0.8,0.0,0.3,0.2,0.2,0.3,0.4,0.2,0.1
58561,첨단2주거1호근린공원,12,0.8,0.6,0.0,0.2,0.0,0.7,0.3,0.8,0.6,0.1
58562,청춘발산마을,12,0.2,0.8,0.0,0.7,0.6,0.3,0.4,0.2,0.3,0.2
58563,청풍쉼터,12,0.8,0.7,0.0,0.6,0.4,0.9,0.4,0.8,0.5,0.2
58564,최승효가옥,12,0.2,0.8,0.0,0.9,1.0,0.3,0.2,0.4,0.1,0.0
58565,충민사,12,0.2,0.3,0.0,0.8,1.0,0.1,0.2,0.3,0.2,0.0
58566,충장로,12,0.2,0.7,0.3,0.4,0.2,0.0,0.3,0.4,0.5,0.9
58567,충장사,12,0.2,0.4,0.0,0.9,1.0,0.2,0.2,0.3,0.2,0.0
58569,충효동 정려비각,12,0.2,0.4,0.0,0.8,1.0,0.0,0.0,0.3,0.0,0.0
58570,취병조형유허비,12,0.2,0.3,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0
58571,치른시빌,12,0.2,0.8,0.0,0.9,0.0,0.0,0.2,0.9,0.3,0.1
58572,칠송정,12,0.2,0.7,0.0,0.9,1.0,0.3,0.2,0.2,0.0,0.0
59218,가리산(포천),12,0.7,0.8,0.0,0.6,0.2,1.0,0.4,0.3,0.7,0.0
59219,가막들공원,12,0.8,0.6,0.0,0.2,0.0,0.7,0.3,1.0,0.6,0.1
59220,가실벚꽃길,12,0.3,0.9,0.0,0.2,0.1,0.8,0.9,0.6,0.2,0.1
59224,가평 연하리향나무,12,0.3,0.8,0.0,0.4,0.7,0.9,0.2,0.4,0.2,0.0
59228,가평군어린이음악놀이터,12,0.2,0.4,0.0,0.8,0.0,0.2,0.1,0.9,0.7,0.0
59230,가평학도의용대참전비,12,0.2,0.2,0.0,0.8,1.0,0.1,0.0,0.2,0.0,0.0
59236,갈미한글공원,12,0.8,0.9,0.0,0.8,0.7,0.8,0.6,0.9,0.4,0.0
59238,갈치저수지,12,0.7,0.4,0.0,0.3,0.2,0.9,0.2,0.6,0.3,0.1
59239,감악산 출렁다리,12,0.4,0.7,0.0,0.6,0.2,0.9,0.3,0.5,0.7,0.1
59240,감악산(파주),12,0.8,0.7,0.0,0.8,0.7,1.0,0.4,0.6,0.7,0.1
59242,강상체육공원,12,0.7,0.4,0.0,0.3,0.0,0.8,0.2,0.8,1.0,0.1
59243,강씨봉,12,0.8,0.6,0.0,0.4,0.3,1.0,0.2,0.8,0.7,0.0
59247,강하수변공원,12,0.8,0.8,0.0,0.4,0.0,0.9,0.6,0.8,0.4,0.2
59248,강하체육공원,12,0.3,0.2,0.0,0.4,0.1,0.3,0.2,0.8,0.9,0.1
59252,개미허리아치교,12,0.2,0.7,0.0,0.4,0.2,0.3,0.6,0.3,0.4,0.1
59253,개원사(경기),12,0.2,0.4,0.0,0.8,1.0,0.2,0.1,0.2,0.1,0.0
59254,갱매폭포,12,0.8,0.7,0.0,0.2,0.1,1.0,0.5,0.4,0.4,0.0
59257,검단산,12,0.2,0.4,0.0,0.8,0.7,0.9,0.2,0.7,0.8,0.0
59258,경기광주 한옥마을,12,0.8,0.9,0.2,0.7,0.9,0.8,0.7,0.8,0.2,0.0
59267,경반계곡,12,0.8,0.7,0.0,0.4,0.2,1.0,0.5,0.4,0.4,0.0
59268,경안천 습지생태공원,12,0.9,0.8,0.0,0.9,0.2,1.0,0.4,0.9,0.6,0.1
59269,경앙사,12,0.0,0.4,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0
59274,고구려대장간마을 (태왕사신기 촬영장),12,0.2,0.4,0.0,0.9,1.0,0.2,0.1,0.7,0.3,0.0
59279,고대산,12,0.2,0.4,0.0,0.8,0.7,0.9,0.2,0.3,0.7,0.1
59284,고려 공양왕릉,12,0.2,0.4,0.0,0.8,1.0,0.1,0.0,0.2,0.0,0.0
59291,고성산,12,0.7,0.6,0.0,0.4,0.2,0.9,0.3,0.6,0.8,0.0
59292,고송정지,12,0.4,0.6,0.0,0.8,1.0,0.7,0.2,0.3,0.2,0.0
59298,고양관광정보센터,12,0.2,0.8,0.2,0.7,0.3,0.2,0.4,0.3,0.2,0.2
59305,고천체육공원,12,0.7,0.1,0.0,0.3,0.1,0.4,0.2,0.8,1.0,0.2
59312,곤지암생활체육공원,12,0.7,0.4,0.0,0.3,0.2,0.6,0.2,0.8,1.0,0.1
59317,공릉호,12,0.8,0.6,0.0,0.4,0.2,0.9,0.4,0.8,0.3,0.1
59318,과천 은행나무길,12,0.3,0.8,0.0,0.2,0.0,0.7,0.4,0.3,0.2,0.1
59320,과천야생화자연학습장,12,0.8,0.8,0.0,0.9,0.0,1.0,0.4,0.8,0.4,0.0
59322,관곡지,12,0.4,0.8,0.0,0.7,0.8,0.9,0.4,0.3,0.2,0.0
59324,관음산,12,0.7,0.4,0.0,0.6,0.2,0.9,0.3,0.4,0.8,0.0
59328,광교산,12,0.8,0.7,0.0,0.4,0.2,1.0,0.4,0.8,0.7,0.1
59331,광교중앙공원,12,0.7,0.6,0.0,0.4,0.0,0.8,0.3,0.9,0.7,0.1
59337,광주 곤지암도자공원,12,0.4,0.8,0.0,0.7,0.6,0.3,0.2,0.8,0.4,0.1
59340,광주시 호국보훈공원,12,0.3,0.4,0.0,0.9,1.0,0.2,0.2,0.7,0.4,0.1
59342,광주향교,12,0.2,0.7,0.0,0.9,1.0,0.3,0.2,0.4,0.2,0.0
59346,교하중앙공원,12,0.8,0.8,0.0,0.7,0.7,0.8,0.4,0.9,0.6,0.0
59349,구름산 산림욕장(구름산 도시자연공원),12,1.0,0.8,0.0,0.7,0.0,1.0,0.4,0.9,0.6,0.0
59350,구리 동구릉 [유네스코 세계유산],12,0.2,0.3,0.0,0.9,1.0,0.2,0.1,0.2,0.1,0.0
59351,구리 왕숙체육공원,12,0.8,0.2,0.0,0.2,0.0,0.4,0.2,0.8,1.0,0.2
59352,구리 자원회수시설,12,0.2,0.4,0.2,0.8,0.2,0.3,0.2,0.7,0.4,0.2
59355,구리타워,12,0.2,0.4,0.3,0.8,0.2,0.1,0.2,0.6,0.4,0.3
59362,국녕사(경기),12,0.2,0.4,0.0,0.8,1.0,0.2,0.1,0.2,0.0,0.0
59363,국립 산음자연휴양림,12,0.9,0.8,0.0,0.7,0.0,1.0,0.4,0.9,0.7,0.0
59366,국립수목원(광릉숲),12,0.2,0.4,0.0,1.0,0.2,1.0,0.2,0.6,0.4,0.0
59370,국사암,12,0.2,0.7,0.0,0.8,1.0,0.0,0.0,0.1,0.0,0.0
59373,국화도,12,0.9,0.8,0.0,0.4,0.0,1.0,0.8,0.7,0.6,0.2
59382,궁평해송군락지,12,0.8,0.7,0.0,0.8,0.4,1.0,0.6,0.7,0.5,0.2
59385,귀목봉,12,0.2,0.3,0.0,0.8,0.4,0.9,0.2,0.2,0.7,0.0
59386,귀여리벚꽃길,12,0.7,0.8,0.0,0.2,0.0,0.9,0.8,0.6,0.4,0.1
59388,그랜드유원지,12,0.9,0.7,0.4,0.2,0.2,1.0,0.3,1.0,0.4,0.2
59390,극락사(경기),12,0.4,0.6,0.0,0.8,1.0,0.2,0.2,0.3,0.1,0.0
59392,글로우사파리,12,0.2,0.9,0.0,0.8,0.0,0.0,0.7,0.7,0.4,0.1
59394,금강정사,12,0.8,0.4,0.0,0.9,0.8,0.7,0.2,0.3,0.2,0.0
59397,금광호수,12,0.8,0.7,0.0,0.4,0.2,1.0,0.6,0.8,0.5,0.2
59401,금정사(김포),12,0.4,0.6,0.0,0.8,1.0,0.3,0.2,0.3,0.2,0.0
59402,금주산,12,0.4,0.3,0.0,0.6,0.2,0.8,0.2,0.7,0.8,0.0
59407,기형도문학관,12,0.2,0.4,0.0,0.8,0.7,0.1,0.3,0.2,0.1,0.0
59414,김중업 건축박물관 (옛 유유산업 공장),12,0.2,0.8,0.0,0.9,0.8,0.0,0.3,0.4,0.2,0.1
59415,김포 대명항,12,0.2,0.4,1.0,0.3,0.4,0.7,0.3,0.8,0.2,0.3
59416,김포 덕포진,12,0.2,0.3,0.0,0.9,1.0,0.2,0.1,0.2,0.3,0.0
59417,김포 문수산성,12,0.0,0.2,0.0,0.9,1.0,0.1,0.0,0.2,0.3,0.0
59419,김포 수안산성,12,0.2,0.2,0.0,0.9,1.0,0.1,0.1,0.2,0.3,0.0
59424,김포함상공원,12,0.2,0.4,0.0,0.8,0.7,0.2,0.2,0.6,0.4,0.0
59425,김포향교,12,0.1,0.4,0.0,0.9,1.0,0.1,0.2,0.3,0.1,0.0
59428,꽃재체험농원,12,0.4,0.7,0.0,0.8,0.0,0.8,0.3,1.0,0.6,0.0
59430,꿈팜,12,0.9,0.8,0.3,0.7,0.2,0.9,0.4,0.8,0.3,0.1
59431,나남수목원,12,0.9,0.8,0.3,0.8,0.2,0.9,0.4,0.8,0.4,0.2
59432,나눔농장,12,0.8,0.6,0.0,0.9,0.0,0.8,0.3,1.0,0.6,0.0
59433,나눔농장,12,0.8,0.6,0.0,0.8,0.0,0.7,0.2,1.0,0.5,0.0
59437,낙생대공원,12,0.8,0.6,0.0,0.7,0.8,0.7,0.4,0.8,0.5,0.0
59440,남부수자원생태공원,12,0.8,0.4,0.0,0.7,0.2,0.8,0.3,0.9,0.7,0.1
59444,남양주 사릉(정순왕후) [유네스코 세계유산],12,0.2,0.8,0.0,0.9,1.0,0.3,0.4,0.7,0.2,0.0
59446,남양주한강변시민공원,12,0.7,0.6,0.0,0.4,0.2,0.8,0.4,0.9,0.7,0.2
59452,남한산성 전통무예,12,0.2,0.4,0.0,0.8,1.0,0.2,0.1,0.3,0.6,0.0
59454,남한산성 탐방로,12,0.4,0.6,0.0,0.8,1.0,0.7,0.2,0.6,0.8,0.0
59456,남한산성벚꽃길,12,0.3,0.8,0.0,0.2,0.2,0.7,0.8,0.4,0.3,0.1
59458,낭만닥터김사부촬영지,12,0.7,0.6,0.0,0.4,0.2,0.3,0.8,0.2,0.2,0.1
59460,내리문화공원,12,0.8,0.7,0.0,0.4,0.2,0.8,0.4,0.9,0.5,0.2
59461,내손체육공원,12,0.8,0.2,0.0,0.3,0.0,0.7,0.2,0.9,1.0,0.1
59464,네이처스파,12,0.9,0.8,0.2,0.3,0.2,0.9,0.4,0.8,0.3,0.2
59466,노래하는분수대,12,0.2,0.8,0.0,0.3,0.0,0.4,0.9,0.7,0.0,1.0
59469,노성산,12,0.7,0.6,0.0,0.3,0.0,0.8,0.2,0.8,0.6,0.0
59470,노송지대(수원),12,0.2,0.4,0.0,0.8,1.0,0.7,0.2,0.3,0.2,0.0
59471,노작공원,12,0.8,0.7,0.0,0.2,0.0,0.9,0.4,0.9,0.6,0.2
59473,녹수계곡,12,0.8,0.7,0.0,0.4,0.0,1.0,0.5,0.7,0.6,0.1
59475,농심 안양공장,12,0.0,0.0,0.8,0.7,0.0,0.0,0.0,0.6,0.2,0.0
59479,뉴질랜드전투기념비,12,0.1,0.2,0.0,0.8,1.0,0.0,0.0,0.1,0.0,0.0
59481,니지모리 스튜디오,12,0.8,0.9,0.2,0.8,0.4,0.6,0.7,0.8,0.3,0.2
59485,다산수변공원,12,0.8,0.6,0.0,0.4,0.2,0.9,0.4,0.8,0.7,0.1
59488,단내성지,12,0.9,0.7,0.0,0.8,1.0,0.9,0.4,0.7,0.6,0.0
59490,달맞이광장,12,0.2,0.6,0.0,0.4,0.2,0.3,0.4,0.7,0.3,0.8
59496,당남리섬,12,0.8,0.8,0.0,0.3,0.2,1.0,0.8,0.4,0.4,0.0
59497,당남지구공원,12,0.8,0.7,0.0,0.3,0.2,0.9,0.4,0.9,0.5,0.1
59499,당정뜰(팔당팔화수변공원),12,0.8,0.7,0.0,0.4,0.2,0.9,0.6,0.8,0.7,0.2
59503,대금산(경기),12,0.8,0.7,0.0,0.4,0.2,1.0,0.5,0.4,0.7,0.0
59504,대동법시행기념비,12,0.0,0.2,0.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0
59506,대부광산퇴적암층,12,0.2,0.3,0.0,0.9,0.8,0.7,0.1,0.4,0.5,0.0
59507,대부도,12,0.4,0.7,0.8,0.6,0.3,0.9,0.7,0.6,0.5,0.2
59514,대부바다향기테마파크,12,0.8,0.8,0.0,0.4,0.0,1.0,0.5,0.8,0.4,0.0
59515,대부산,12,0.4,0.6,0.0,0.4,0.2,0.9,0.3,0.4,0.7,0.1
59520,대원사(가평),12,0.8,0.7,0.0,0.8,1.0,0.4,0.2,0.4,0.2,0.0
59528,더 힐하우스 호텔 양평,12,0.2,0.8,0.0,0.2,0.1,0.3,0.7,0.4,0.1,0.2
59534,덕동산근린공원,12,0.8,0.6,0.0,0.3,0.0,0.8,0.2,0.9,0.4,0.0
59535,덕봉서원,12,0.2,0.7,0.0,0.9,1.0,0.2,0.2,0.3,0.1,0.0
59538,덕이동 로데오거리,12,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0
59542,도그스포지움 송추점,12,0.2,0.3,0.2,0.4,0.1,0.3,0.2,0.9,0.8,0.2
59545,도덕산공원,12,0.7,0.6,0.0,0.4,0.2,0.8,0.3,0.7,0.6,0.1
59549,도라산역,12,0.2,0.3,0.0,0.8,0.7,0.4,0.2,0.2,0.3,0.1
59550,도라전망대,12,0.2,0.4,0.0,0.8,0.7,0.3,0.2,0.3,0.2,0.1
59552,도마치계곡,12,0.8,0.7,0.0,0.8,0.2,1.0,0.5,0.4,0.4,0.0
